Sat;Praznik;Mjesec;PrijasnjaPotrosnja;Potrosnja
7;0;4;208.5;236.5
8;0;4;236.5;323.75
9;0;4;323.75;425.25
10;0;4;425.25;461.5
11;0;4;461.5;467.0
12;0;4;467.0;472.333333333
13;0;4;472.333333333;454.25
14;0;4;454.25;435.0
15;0;4;435.0;417.5
16;0;4;417.5;373.5
17;0;4;373.5;324.5
18;0;4;324.5;290.75
19;0;4;290.75;260.5
20;0;4;260.5;226.25
21;0;4;226.25;200.25
22;0;4;200.25;182.75
23;0;4;182.75;173.5
0;0;4;173.5;169.25
1;0;4;169.25;159.75
2;0;4;159.75;158.75
3;0;4;158.75;158.5
4;0;4;158.5;156.75
5;0;4;156.75;164.5
6;0;4;164.5;219.75
7;0;4;219.75;259.75
8;0;4;259.75;333.0
9;0;4;333.0;390.75
10;0;4;390.75;406.0
11;0;4;406.0;441.25
12;0;4;441.25;448.25
13;0;4;448.25;440.75
14;0;4;440.75;414.0
15;0;4;414.0;379.5
16;0;4;379.5;339.25
17;0;4;339.25;287.5
18;0;4;287.5;243.25
19;0;4;243.25;203.5
20;0;4;203.5;185.75
21;0;4;185.75;180.25
22;0;4;180.25;164.5
23;0;4;164.5;159.75
0;1;4;159.75;161.25
1;1;4;161.25;163.0
2;1;4;163.0;159.75
3;1;4;159.75;158.5
4;1;4;158.5;160.0
5;1;4;160.0;163.0
6;1;4;163.0;156.0
7;1;4;156.0;158.0
8;1;4;158.0;160.5
9;1;4;160.5;176.5
10;1;4;176.5;174.75
11;1;4;174.75;173.25
12;1;4;173.25;170.25
13;1;4;170.25;167.0
14;1;4;167.0;166.25
15;1;4;166.25;175.0
16;1;4;175.0;176.25
17;1;4;176.25;175.5
18;1;4;175.5;185.25
19;1;4;185.25;175.25
20;1;4;175.25;192.0
21;1;4;192.0;210.25
22;1;4;210.25;196.25
23;1;4;196.25;193.5
0;1;5;193.5;188.0
1;1;5;188.0;183.75
2;1;5;183.75;179.0
3;1;5;179.0;176.25
4;1;5;176.25;159.25
5;1;5;159.25;154.25
6;1;5;154.25;145.5
7;1;5;145.5;145.0
8;1;5;145.0;145.0
9;1;5;145.0;145.25
10;1;5;145.25;145.0
11;1;5;145.0;150.0
12;1;5;150.0;158.5
13;1;5;158.5;160.75
14;1;5;160.75;162.25
15;1;5;162.25;163.25
16;1;5;163.25;156.25
17;1;5;156.25;157.25
18;1;5;157.25;161.5
19;1;5;161.5;166.25
20;1;5;166.25;167.25
21;1;5;167.25;167.75
22;1;5;167.75;161.25
23;1;5;161.25;161.0
0;0;5;161.0;159.75
1;0;5;159.75;158.25
2;0;5;158.25;152.75
3;0;5;152.75;153.5
4;0;5;153.5;150.5
5;0;5;150.5;157.25
6;0;5;157.25;189.5
7;0;5;189.5;214.0
8;0;5;214.0;288.5
9;0;5;288.5;361.5
10;0;5;361.5;367.5
11;0;5;367.5;391.25
12;0;5;391.25;393.0
13;0;5;393.0;396.5
14;0;5;396.5;364.5
15;0;5;364.5;330.25
16;0;5;330.25;292.75
17;0;5;292.75;249.5
18;0;5;249.5;215.25
19;0;5;215.25;201.25
20;0;5;201.25;197.5
21;0;5;197.5;188.75
22;0;5;188.75;170.5
23;0;5;170.5;160.25
0;0;5;160.25;153.25
1;0;5;153.25;152.0
2;0;5;152.0;150.75
3;0;5;150.75;150.25
4;0;5;150.25;151.75
5;0;5;151.75;158.75
6;0;5;158.75;186.5
7;0;5;186.5;231.0
8;0;5;231.0;318.0
9;0;5;318.0;379.25
10;0;5;379.25;401.75
11;0;5;401.75;370.0
12;0;5;370.0;367.0
13;0;5;367.0;363.25
14;0;5;363.25;373.5
15;0;5;373.5;378.0
16;0;5;378.0;317.5
17;0;5;317.5;274.75
18;0;5;274.75;264.25
19;0;5;264.25;222.75
20;0;5;222.75;201.75
21;0;5;201.75;186.25
22;0;5;186.25;175.25
23;0;5;175.25;172.75
0;0;5;172.75;174.25
1;0;5;174.25;168.75
2;0;5;168.75;167.0
3;0;5;167.0;NaN
4;0;5;NaN;NaN
5;0;5;NaN;NaN
6;0;5;NaN;NaN
7;0;5;NaN;NaN
8;0;5;NaN;NaN
9;0;5;NaN;379.0
10;0;5;379.0;394.5
11;0;5;394.5;396.0
12;0;5;396.0;398.75
13;0;5;398.75;383.25
14;0;5;383.25;380.25
15;0;5;380.25;367.5
16;0;5;367.5;317.75
17;0;5;317.75;264.5
18;0;5;264.5;225.75
19;0;5;225.75;190.5
20;0;5;190.5;187.0
21;0;5;187.0;182.5
22;0;5;182.5;169.75
23;0;5;169.75;164.75
0;0;5;164.75;165.25
1;0;5;165.25;155.75
2;0;5;155.75;154.75
3;0;5;154.75;153.75
4;0;5;153.75;152.75
5;0;5;152.75;158.0
6;0;5;158.0;191.5
7;0;5;191.5;220.25
8;0;5;220.25;289.981818182
9;0;5;289.981818182;329.769633508
10;0;5;329.769633508;352.164179104
11;0;5;352.164179104;362.840163934
12;0;5;362.840163934;385.322097378
13;0;5;385.322097378;401.907063197
14;0;5;401.907063197;388.558052434
15;0;5;388.558052434;386.911111111
16;0;5;386.911111111;325.919413919
17;0;5;325.919413919;284.802197802
18;0;5;284.802197802;231.626373626
19;0;5;231.626373626;198.156934307
20;0;5;198.156934307;199.432234432
21;0;5;199.432234432;192.054744526
22;0;5;192.054744526;174.355311355
23;0;5;174.355311355;168.547794118
0;0;5;168.547794118;161.270072993
1;0;5;161.270072993;157.644688645
2;0;5;157.644688645;154.620437956
3;0;5;154.620437956;155.382352941
4;0;5;155.382352941;156.062043796
5;0;5;156.062043796;158.065693431
6;0;5;158.065693431;198.981684982
7;0;5;198.981684982;236.149635036
8;0;5;236.149635036;301.408759124
9;0;5;301.408759124;349.080586081
10;0;5;349.080586081;368.861313869
11;0;5;368.861313869;371.619047619
12;0;5;371.619047619;371.816849817
13;0;5;371.816849817;360.435897436
14;0;5;360.435897436;353.820224719
15;0;5;353.820224719;352.313953488
16;0;5;352.313953488;302.072033898
17;0;5;302.072033898;264.07755102
18;0;5;264.07755102;236.357142857
19;0;5;236.357142857;209.738589212
20;0;5;209.738589212;186.378723404
21;0;5;186.378723404;180.358649789
22;0;5;180.358649789;170.56846473
23;0;5;170.56846473;165.319148936
0;1;5;165.319148936;164.452674897
1;1;5;164.452674897;158.765432099
2;1;5;158.765432099;155.367768595
3;1;5;155.367768595;153.157676349
4;1;5;153.157676349;150.008163265
5;1;5;150.008163265;149.567901235
6;1;5;149.567901235;159.253061224
7;1;5;159.253061224;159.404958678
8;1;5;159.404958678;158.531120332
9;1;5;158.531120332;165.864197531
10;1;5;165.864197531;167.43220339
11;1;5;167.43220339;175.393442623
12;1;5;175.393442623;178.18699187
13;1;5;178.18699187;178.391836735
14;1;5;178.391836735;169.679012346
15;1;5;169.679012346;170.655737705
16;1;5;170.655737705;166.134693878
17;1;5;166.134693878;162.049180328
18;1;5;162.049180328;161.407407407
19;1;5;161.407407407;163.433884298
20;1;5;163.433884298;170.975308642
21;1;5;170.975308642;165.589211618
22;1;5;165.589211618;161.012244898
23;1;5;161.012244898;161.214285714
0;1;5;161.214285714;160.172131148
1;1;5;160.172131148;159.057142857
2;1;5;159.057142857;156.493775934
3;1;5;156.493775934;155.265560166
4;1;5;155.265560166;150.520491803
5;1;5;150.520491803;145.228215768
6;1;5;145.228215768;142.547325103
7;1;5;142.547325103;144.545081967
8;1;5;144.545081967;146.315352697
9;1;5;146.315352697;150.468619247
10;1;5;150.468619247;173.851239669
11;1;5;173.851239669;176.958677686
12;1;5;176.958677686;174.31120332
13;1;5;174.31120332;177.280487805
14;1;5;177.280487805;178.18487395
15;1;5;178.18487395;181.518672199
16;1;5;181.518672199;174.917073171
17;1;5;174.917073171;167.209756098
18;1;5;167.209756098;167.234042553
19;1;5;167.234042553;161.327659574
20;1;5;161.327659574;170.091666667
21;1;5;170.091666667;170.76446281
22;1;5;170.76446281;161.818181818
23;1;5;161.818181818;160.642857143
0;0;5;160.642857143;160.25
1;0;5;160.25;157.0
2;0;5;157.0;150.75
3;0;5;150.75;152.0
4;0;5;152.0;150.75
5;0;5;150.75;150.0
6;0;5;150.0;205.25
7;0;5;205.25;225.5
8;0;5;225.5;294.25
9;0;5;294.25;355.75
10;0;5;355.75;378.75
11;0;5;378.75;396.0
12;0;5;396.0;422.25
13;0;5;422.25;412.25
14;0;5;412.25;365.75
15;0;5;365.75;324.5
16;0;5;324.5;288.0
17;0;5;288.0;254.0
18;0;5;254.0;220.75
19;0;5;220.75;198.5
20;0;5;198.5;188.75
21;0;5;188.75;182.25
22;0;5;182.25;167.25
23;0;5;167.25;162.75
0;0;5;162.75;154.0
1;0;5;154.0;153.25
2;0;5;153.25;152.25
3;0;5;152.25;152.5
4;0;5;152.5;151.25
5;0;5;151.25;153.5
6;0;5;153.5;206.0
7;0;5;206.0;227.5
8;0;5;227.5;279.0
9;0;5;279.0;336.75
10;0;5;336.75;352.25
11;0;5;352.25;368.0
12;0;5;368.0;367.0
13;0;5;367.0;371.75
14;0;5;371.75;356.5
15;0;5;356.5;377.75
16;0;5;377.75;332.5
17;0;5;332.5;277.5
18;0;5;277.5;218.5
19;0;5;218.5;200.75
20;0;5;200.75;197.5
21;0;5;197.5;191.0
22;0;5;191.0;175.75
23;0;5;175.75;169.5
0;0;5;169.5;166.75
1;0;5;166.75;160.5
2;0;5;160.5;158.5
3;0;5;158.5;158.0
4;0;5;158.0;155.0
5;0;5;155.0;159.75
6;0;5;159.75;222.5
7;0;5;222.5;244.0
8;0;5;244.0;324.5
9;0;5;324.5;387.5
10;0;5;387.5;394.75
11;0;5;394.75;388.5
12;0;5;388.5;372.75
13;0;5;372.75;380.25
14;0;5;380.25;367.75
15;0;5;367.75;347.75
16;0;5;347.75;317.25
17;0;5;317.25;255.0
18;0;5;255.0;229.0
19;0;5;229.0;209.25
20;0;5;209.25;206.25
21;0;5;206.25;204.5
22;0;5;204.5;185.0
23;0;5;185.0;179.75
0;0;5;179.75;174.5
1;0;5;174.5;166.75
2;0;5;166.75;165.0
3;0;5;165.0;163.0
4;0;5;163.0;161.0
5;0;5;161.0;164.25
6;0;5;164.25;219.0
7;0;5;219.0;229.25
8;0;5;229.25;292.0
9;0;5;292.0;348.75
10;0;5;348.75;360.25
11;0;5;360.25;387.5
12;0;5;387.5;405.0
13;0;5;405.0;405.0
14;0;5;405.0;372.5
15;0;5;372.5;359.75
16;0;5;359.75;311.5
17;0;5;311.5;250.75
18;0;5;250.75;233.0
19;0;5;233.0;206.5
20;0;5;206.5;206.5
21;0;5;206.5;203.0
22;0;5;203.0;186.75
23;0;5;186.75;178.5
0;0;5;178.5;NaN
1;0;5;NaN;NaN
2;0;5;NaN;NaN
3;0;5;NaN;NaN
4;0;5;NaN;NaN
5;0;5;NaN;NaN
6;0;5;NaN;NaN
7;0;5;NaN;NaN
8;0;5;NaN;NaN
9;0;5;NaN;NaN
10;0;5;NaN;NaN
11;0;5;NaN;NaN
12;0;5;NaN;NaN
13;0;5;NaN;NaN
14;0;5;NaN;NaN
15;0;5;NaN;NaN
16;0;5;NaN;NaN
17;0;5;NaN;NaN
18;0;5;NaN;NaN
19;0;5;NaN;NaN
20;0;5;NaN;NaN
21;0;5;NaN;NaN
22;0;5;NaN;NaN
23;0;5;NaN;NaN
0;1;5;NaN;NaN
1;1;5;NaN;NaN
2;1;5;NaN;NaN
3;1;5;NaN;NaN
4;1;5;NaN;NaN
5;1;5;NaN;NaN
6;1;5;NaN;NaN
7;1;5;NaN;NaN
8;1;5;NaN;NaN
9;1;5;NaN;228.0
10;1;5;228.0;233.0
11;1;5;233.0;228.0
12;1;5;228.0;227.0
13;1;5;227.0;230.5
14;1;5;230.5;237.75
15;1;5;237.75;237.0
16;1;5;237.0;222.75
17;1;5;222.75;227.75
18;1;5;227.75;219.75
19;1;5;219.75;205.0
20;1;5;205.0;214.25
21;1;5;214.25;214.25
22;1;5;214.25;214.5
23;1;5;214.5;206.0
0;1;5;206.0;196.8
1;1;5;196.8;192.0
2;1;5;192.0;187.25
3;1;5;187.25;182.75
4;1;5;182.75;173.25
5;1;5;173.25;173.0
6;1;5;173.0;171.5
7;1;5;171.5;178.650684932
8;1;5;178.650684932;186.276422764
9;1;5;186.276422764;196.863453815
10;1;5;196.863453815;207.919354839
11;1;5;207.919354839;198.52016129
12;1;5;198.52016129;218.7375
13;1;5;218.7375;210.466346154
14;1;5;210.466346154;214.121495327
15;1;5;214.121495327;214.696682464
16;1;5;214.696682464;201.519047619
17;1;5;201.519047619;205.523148148
18;1;5;205.523148148;213.796460177
19;1;5;213.796460177;207.502242152
20;1;5;207.502242152;213.358974359
21;1;5;213.358974359;212.991701245
22;1;5;212.991701245;203.4
23;1;5;203.4;191.850202429
0;0;5;191.850202429;186.187755102
1;0;5;186.187755102;182.482071713
2;0;5;182.482071713;179.93877551
3;0;5;179.93877551;175.079497908
4;0;5;175.079497908;173.581300813
5;0;5;173.581300813;187.472
6;0;5;187.472;240.599190283
7;0;5;240.599190283;293.518218623
8;0;5;293.518218623;354.928286853
9;0;5;354.928286853;378.895652174
10;0;5;378.895652174;404.864864865
11;0;5;404.864864865;430.662222222
12;0;5;430.662222222;425.625550661
13;0;5;425.625550661;404.049107143
14;0;5;404.049107143;410.918918919
15;0;5;410.918918919;384.388127854
16;0;5;384.388127854;333.786069652
17;0;5;333.786069652;296.175609756
18;0;5;296.175609756;266.180094787
19;0;5;266.180094787;229.693023256
20;0;5;229.693023256;206.180995475
21;0;5;206.180995475;193.981651376
22;0;5;193.981651376;178.222772277
23;0;5;178.222772277;175.06
0;0;5;175.06;164.068181818
1;0;5;164.068181818;158.233050847
2;0;5;158.233050847;154.858870968
3;0;5;154.858870968;154.421052632
4;0;5;154.421052632;152.33877551
5;0;5;152.33877551;150.926829268
6;0;5;150.926829268;207.514423077
7;0;5;207.514423077;244.62
8;0;5;244.62;332.877729258
9;0;5;332.877729258;378.81981982
10;0;5;378.81981982;393.697777778
11;0;5;393.697777778;401.732758621
12;0;5;401.732758621;402.447826087
13;0;5;402.447826087;403.245614035
14;0;5;403.245614035;394.703056769
15;0;5;394.703056769;394.145299145
16;0;5;394.145299145;346.618025751
17;0;5;346.618025751;310.888412017
18;0;5;310.888412017;288.942731278
19;0;5;288.942731278;245.654867257
20;0;5;245.654867257;219.291304348
21;0;5;219.291304348;194.439655172
22;0;5;194.439655172;176.42173913
23;0;5;176.42173913;168.566371681
0;0;5;168.566371681;157.226086957
1;0;5;157.226086957;151.431718062
2;0;5;151.431718062;150.49339207
3;0;5;150.49339207;148.055319149
4;0;5;148.055319149;143.608695652
5;0;5;143.608695652;150.533632287
6;0;5;150.533632287;203.697777778
7;0;5;203.697777778;247.273542601
8;0;5;247.273542601;333.521367521
9;0;5;333.521367521;399.546255507
10;0;5;399.546255507;431.96969697
11;0;5;431.96969697;435.341991342
12;0;5;435.341991342;440.12601626
13;0;5;440.12601626;421.939271255
14;0;5;421.939271255;421.61752988
15;0;5;421.61752988;394.723577236
16;0;5;394.723577236;329.983471074
17;0;5;329.983471074;289.966942149
18;0;5;289.966942149;264.042372881
19;0;5;264.042372881;237.445945946
20;0;5;237.445945946;198.845454545
21;0;5;198.845454545;184.540178571
22;0;5;184.540178571;172.691666667
23;0;5;172.691666667;165.532520325
0;0;5;165.532520325;155.0
1;0;5;155.0;149.807228916
2;0;5;149.807228916;145.241935484
3;0;5;145.241935484;145.457831325
4;0;5;145.457831325;144.588709677
5;0;5;144.588709677;150.024390244
6;0;5;150.024390244;215.123505976
7;0;5;215.123505976;251.067460317
8;0;5;251.067460317;341.756521739
9;0;5;341.756521739;386.143478261
10;0;5;386.143478261;400.367713004
11;0;5;400.367713004;419.92244898
12;0;5;419.92244898;427.37751004
13;0;5;427.37751004;425.78
14;0;5;425.78;418.497959184
15;0;5;418.497959184;397.755102041
16;0;5;397.755102041;346.004065041
17;0;5;346.004065041;289.619834711
18;0;5;289.619834711;278.479820628
19;0;5;278.479820628;243.601851852
20;0;5;243.601851852;224.431111111
21;0;5;224.431111111;200.383966245
22;0;5;200.383966245;182.487394958
23;0;5;182.487394958;170.515418502
0;0;5;170.515418502;164.175438596
1;0;5;164.175438596;156.844262295
2;0;5;156.844262295;154.791878173
3;0;5;154.791878173;153.805194805
4;0;5;153.805194805;152.920704846
5;0;5;152.920704846;155.410714286
6;0;5;155.410714286;204.115555556
7;0;5;204.115555556;221.004385965
8;0;5;221.004385965;314.959459459
9;0;5;314.959459459;383.214953271
10;0;5;383.214953271;393.612244898
11;0;5;393.612244898;423.834254144
12;0;5;423.834254144;431.608108108
13;0;5;431.608108108;430.9004329
14;0;5;430.9004329;417.675438596
15;0;5;417.675438596;379.03125
16;0;5;379.03125;322.785714286
17;0;5;322.785714286;268.533039648
18;0;5;268.533039648;216.103004292
19;0;5;216.103004292;186.670995671
20;0;5;186.670995671;183.034782609
21;0;5;183.034782609;184.054298643
22;0;5;184.054298643;169.121621622
23;0;5;169.121621622;164.962962963
0;1;5;164.962962963;159.963800905
1;1;5;159.963800905;155.493150685
2;1;5;155.493150685;152.966824645
3;1;5;152.966824645;150.413636364
4;1;5;150.413636364;147.751152074
5;1;5;147.751152074;142.610091743
6;1;5;142.610091743;164.78440367
7;1;5;164.78440367;166.056074766
8;1;5;166.056074766;134.071748879
9;1;5;134.071748879;184.208888889
10;1;5;184.208888889;210.132420091
11;1;5;210.132420091;217.261904762
12;1;5;217.261904762;194.737864078
13;1;5;194.737864078;193.943925234
14;1;5;193.943925234;210.967889908
15;1;5;210.967889908;211.469194313
16;1;5;211.469194313;192.620853081
17;1;5;192.620853081;187.259803922
18;1;5;187.259803922;179.942307692
19;1;5;179.942307692;179.823529412
20;1;5;179.823529412;180.338383838
21;1;5;180.338383838;176.89119171
22;1;5;176.89119171;159.348039216
23;1;5;159.348039216;153.483870968
0;1;5;153.483870968;153.584745763
1;1;5;153.584745763;146.732142857
2;1;5;146.732142857;147.353982301
3;1;5;147.353982301;146.163090129
4;1;5;146.163090129;143.858369099
5;1;5;143.858369099;143.703539823
6;1;5;143.703539823;143.286956522
7;1;5;143.286956522;143.81938326
8;1;5;143.81938326;146.970588235
9;1;5;146.970588235;150.583333333
10;1;5;150.583333333;155.089686099
11;1;5;155.089686099;157.222222222
12;1;5;157.222222222;161.004385965
13;1;5;161.004385965;163.935064935
14;1;5;163.935064935;165.375565611
15;1;5;165.375565611;169.952173913
16;1;5;169.952173913;164.799107143
17;1;5;164.799107143;168.623318386
18;1;5;168.623318386;173.389423077
19;1;5;173.389423077;171.0
20;1;5;171.0;177.40625
21;1;5;177.40625;168.164705882
22;1;5;168.164705882;165.231182796
23;1;5;165.231182796;160.933014354
0;0;5;160.933014354;154.251184834
1;0;5;154.251184834;148.236363636
2;0;5;148.236363636;147.823529412
3;0;5;147.823529412;146.938596491
4;0;5;146.938596491;145.964285714
5;0;5;145.964285714;154.219827586
6;0;5;154.219827586;195.561085973
7;0;5;195.561085973;246.187793427
8;0;5;246.187793427;328.296460177
9;0;5;328.296460177;377.138528139
10;0;5;377.138528139;417.03930131
11;0;5;417.03930131;471.391111111
12;0;5;471.391111111;495.971962617
13;0;5;495.971962617;485.692307692
14;0;5;485.692307692;499.836283186
15;0;5;499.836283186;476.127272727
16;0;5;476.127272727;369.395348837
17;0;5;369.395348837;331.171171171
18;0;5;331.171171171;280.230088496
19;0;5;280.230088496;262.793577982
20;0;5;262.793577982;222.331818182
21;0;5;222.331818182;207.254545455
22;0;5;207.254545455;187.230769231
23;0;5;187.230769231;175.762790698
0;0;5;175.762790698;167.793859649
1;0;5;167.793859649;162.236607143
2;0;5;162.236607143;157.113537118
3;0;5;157.113537118;157.627705628
4;0;5;157.627705628;155.8125
5;0;5;155.8125;159.46460177
6;0;5;159.46460177;198.013043478
7;0;5;198.013043478;263.487068966
8;0;5;263.487068966;372.727678571
9;0;5;372.727678571;440.674107143
10;0;5;440.674107143;468.194690265
11;0;5;468.194690265;498.164502165
12;0;5;498.164502165;477.251121076
13;0;5;477.251121076;471.905063291
14;0;5;471.905063291;465.41875
15;0;5;465.41875;457.556053812
16;0;5;457.556053812;379.592105263
17;0;5;379.592105263;331.547826087
18;0;5;331.547826087;291.057268722
19;0;5;291.057268722;233.034632035
20;0;5;233.034632035;214.686098655
21;0;5;214.686098655;202.852678571
22;0;5;202.852678571;185.328947368
23;0;5;185.328947368;180.052863436
0;0;5;180.052863436;171.017699115
1;0;5;171.017699115;161.165938865
2;0;5;161.165938865;160.386666667
3;0;5;160.386666667;159.107758621
4;0;5;159.107758621;158.391304348
5;0;5;158.391304348;163.054545455
6;0;5;163.054545455;204.401785714
7;0;5;204.401785714;256.947136564
8;0;5;256.947136564;349.827272727
9;0;5;349.827272727;403.392307692
10;0;5;403.392307692;426.75
11;0;5;426.75;453.5
12;0;5;453.5;453.5
13;0;5;453.5;459.25
14;0;5;459.25;453.0
15;0;5;453.0;430.0
16;0;5;430.0;372.25
17;0;5;372.25;320.0
18;0;5;320.0;270.75
19;0;5;270.75;239.5
20;0;5;239.5;202.0
21;0;5;202.0;193.0
22;0;5;193.0;181.5
23;0;5;181.5;172.0
0;0;5;172.0;166.5
1;0;5;166.5;160.5
2;0;5;160.5;157.5
3;0;5;157.5;156.25
4;0;5;156.25;153.752212389
5;0;5;153.752212389;156.403669725
6;0;5;156.403669725;204.205240175
7;0;5;204.205240175;251.907079646
8;0;5;251.907079646;339.692982456
9;0;5;339.692982456;391.995670996
10;0;5;391.995670996;427.168141593
11;0;5;427.168141593;465.395555556
12;0;5;465.395555556;463.084507042
13;0;5;463.084507042;471.230088496
14;0;5;471.230088496;476.809734513
15;0;5;476.809734513;435.008849558
16;0;5;435.008849558;370.398230088
17;0;5;370.398230088;320.612068966
18;0;5;320.612068966;259.308370044
19;0;5;259.308370044;216.688596491
20;0;5;216.688596491;204.703539823
21;0;5;204.703539823;197.352422907
22;0;5;197.352422907;187.305676856
23;0;5;187.305676856;181.857777778
0;0;5;181.857777778;176.770562771
1;0;5;176.770562771;172.538793103
2;0;5;172.538793103;163.029535865
3;0;5;163.029535865;161.679487179
4;0;5;161.679487179;160.783549784
5;0;5;160.783549784;163.587234043
6;0;5;163.587234043;205.259574468
7;0;5;205.259574468;257.086956522
8;0;5;257.086956522;348.612765957
9;0;5;348.612765957;471.256410256
10;0;5;471.256410256;501.298701299
11;0;5;501.298701299;538.008547009
12;0;5;538.008547009;534.747863248
13;0;5;534.747863248;535.563559322
14;0;5;535.563559322;537.458515284
15;0;5;537.458515284;526.431623932
16;0;5;526.431623932;438.309734513
17;0;5;438.309734513;389.225531915
18;0;5;389.225531915;293.276595745
19;0;5;293.276595745;208.215859031
20;0;5;208.215859031;196.995708155
21;0;5;196.995708155;191.708860759
22;0;5;191.708860759;179.021551724
23;0;5;179.021551724;174.153508772
0;1;5;174.153508772;169.575757576
1;1;5;169.575757576;169.037815126
2;1;5;169.037815126;161.513043478
3;1;5;161.513043478;157.151515152
4;1;5;157.151515152;154.343220339
5;1;5;154.343220339;155.360515021
6;1;5;155.360515021;163.329113924
7;1;5;163.329113924;161.088495575
8;1;5;161.088495575;170.724576271
9;1;5;170.724576271;234.572052402
10;1;5;234.572052402;216.449579832
11;1;5;216.449579832;226.43231441
12;1;5;226.43231441;211.391489362
13;1;5;211.391489362;208.360515021
14;1;5;208.360515021;225.815450644
15;1;5;225.815450644;206.692307692
16;1;5;206.692307692;172.399122807
17;1;5;172.399122807;167.145833333
18;1;5;167.145833333;168.755458515
19;1;5;168.755458515;168.439130435
20;1;5;168.439130435;168.449781659
21;1;5;168.449781659;165.103448276
22;1;5;165.103448276;159.079831933
23;1;5;159.079831933;156.004347826
0;1;5;156.004347826;155.551724138
1;1;5;155.551724138;155.098712446
2;1;5;155.098712446;155.560869565
3;1;5;155.560869565;154.200854701
4;1;5;154.200854701;148.257383966
5;1;5;148.257383966;145.411016949
6;1;5;145.411016949;144.406779661
7;1;5;144.406779661;145.35021097
8;1;5;145.35021097;145.811965812
9;1;5;145.811965812;195.862222222
10;1;5;195.862222222;177.87037037
11;1;5;177.87037037;192.017021277
12;1;5;192.017021277;200.510548523
13;1;5;200.510548523;199.1
14;1;5;199.1;187.429752066
15;1;5;187.429752066;192.88362069
16;1;5;192.88362069;175.132478632
17;1;5;175.132478632;165.948717949
18;1;5;165.948717949;162.886075949
19;1;5;162.886075949;161.483050847
20;1;5;161.483050847;164.567099567
21;1;5;164.567099567;168.274678112
22;1;5;168.274678112;162.164556962
23;1;5;162.164556962;155.92173913
0;0;5;155.92173913;154.628820961
1;0;5;154.628820961;154.68487395
2;0;5;154.68487395;149.769911504
3;0;5;149.769911504;150.449152542
4;0;5;150.449152542;150.863436123
5;0;5;150.863436123;164.17721519
6;0;5;164.17721519;199.940425532
7;0;5;199.940425532;262.611814346
8;0;5;262.611814346;387.084745763
9;0;5;387.084745763;422.472340426
10;0;5;422.472340426;462.911894273
11;0;5;462.911894273;481.034632035
12;0;5;481.034632035;486.487394958
13;0;5;486.487394958;488.99137931
14;0;5;488.99137931;482.327659574
15;0;5;482.327659574;456.848101266
16;0;5;456.848101266;365.622881356
17;0;5;365.622881356;315.49137931
18;0;5;315.49137931;267.725321888
19;0;5;267.725321888;228.415584416
20;0;5;228.415584416;214.206896552
21;0;5;214.206896552;205.343220339
22;0;5;205.343220339;194.52173913
23;0;5;194.52173913;183.83982684
0;0;5;183.83982684;174.811158798
1;0;5;174.811158798;163.360515021
2;0;5;163.360515021;162.868644068
3;0;5;162.868644068;160.225531915
